Urdu Word,English Translation,Description,Tokenized Urdu Word,Character Length,Level
خلاصہ,abstract,existing only in the mind; separated from embodiment,خ ل ا ص ہ,5,Medium
حاملہ,conceptional,being of the nature of a notion or concept,ح ا م ل ہ,5,Medium
مثالی,ideal,constituting or existing only in the form of an idea or mental image or conception,م ث ا ل ی,5,Medium
متعدد,copious,large in number or quantity (especially of discourse),م ت ع د د,5,Medium
رہائش,accommodating,helpful in bringing about a harmonious adaptation,ر ہ ا ئ ش,5,Medium
مطمئن,complaisant,showing a cheerful willingness to do favors for others,م ط م ئ ن,5,Medium
جراحی,surgical,performed with great precision,ج ر ا ح ی,5,Medium
سیدھے,straight,in keeping with the facts,س ی د ھ ے,5,Medium
سچ ہے,TRUE,accurately placed or thrown,س چ   ہ ے,5,Medium
تیزاب,acid,having the characteristics of an acid,ت ی ز ا ب,5,Medium
آنتوں,saltlike,resembling a compound formed by replacing hydrogen in an acid by a metal,آ ن ت و ں,5,Medium
مصروف,busy,crowded with or characterized by much activity,م ص ر و ف,5,Medium
تاریک,dark,not giving performances; closed,ت ا ر ی ک,5,Medium
بیکار,idle,not in active use,ب ی ک ا ر,5,Medium
کارکن,activist,advocating or engaged in activism,ک ا ر ک ن,5,Medium
مزاحم,resistless,offering no resistance; ; - Theodore Roosevelt,م ز ا ح م,5,Medium
معدوم,extinct,(of e.g. volcanos) permanently inactive,م ع د و م,5,Medium
جوابی,counteractive,opposing or neutralizing or mitigating an effect by contrary action,ج و ا ب ی,5,Medium
خاموش,quiet,of the sun characterized by a low level of surface phenomena like sunspots e.g.,خ ا م و ش,5,Medium
دائمی,chronic,being long-lasting and recurrent or characterized by long suffering,د ا ئ م ی,5,Medium
لازمی,adjustive,conducive to adjustment,ل ا ز م ی,5,Medium
شرابی,alcoholic,addicted to alcohol; - Carl Van Doren,ش ر ا ب ی,5,Medium
اضافی,additive,characterized or produced by addition,ا ض ا ف ی,5,Medium
اضافی,extra,further or added,ا ض ا ف ی,5,Medium
اضافی,incremental,increasing gradually by regular degrees or additions,ا ض ا ف ی,5,Medium
گھٹاؤ,subtractive,constituting or involving subtraction,گ ھ ٹ ا ؤ,5,Medium
تخفیف,reductive,characterized by or causing diminution or curtailment;  - R.H.Rovere,ت خ ف ی ف,5,Medium
مخاطب,addressed,(of mail) marked with a destination,م خ ا ط ب,5,Medium
نااہل,incapable,not meeting requirements,ن ا ا ہ ل,5,Medium
مربوط,coherent,sticking together,م ر ب و ط,5,Medium
چپچپا,sticky,covered with an adhesive material,چ پ چ پ ا,5,Medium
اناڑی,maladroit,not adroit,ا ن ا ڑ ی,5,Medium
تفریق,minus,involving disadvantage or harm,ت ف ر ی ق,5,Medium
بہادر,audacious,disposed to venture or take risks,ب ہ ا د ر,5,Medium
محفوظ,safe,(of an undertaking) secure from risk,م ح ف و ظ,5,Medium
تجویز,advise,worthy of being recommended or suggested; prudent or wise,ت ج و ی ز,5,Medium
متاثر,affected,acted upon; influenced,م ت ا ث ر,5,Medium
متاثر,impressed,deeply or markedly affected or influenced,م ت ا ث ر,5,Medium
مضمون,subject,likely to be affected by something,م ض م و ن,5,Medium
مجبور,constrained,lacking spontaneity; not natural,م ج ب و ر,5,Medium
مسترد,rejective,rejecting or tending to reject,م س ت ر د,5,Medium
مسترد,dismissive,stopping to associate with,م س ت ر د,5,Medium
زراعت,aground,stuck in a place where a ship can no longer float,ز ر ا ع ت,5,Medium
بے حس,numb,so frightened as to be unable to move; stunned or paralyzed with terror; petrified,ب ے   ح س,5,Medium
دشمنی,hostile,unsolicited and resisted by the management of the target company ( used of attempts to buy or take control of a business),د ش م ن ی,5,Medium
رکاوٹ,obstreperous,boisterously and noisily aggressive,ر ک ا و ٹ,5,Medium
شکاری,predatory,living by preying on other animals especially by catching living prey,ش ک ا ر ی,5,Medium
مشتعل,agitated,troubled emotionally and usually deeply,م ش ت ع ل,5,Medium
بیدار,aroused,(of persons) excessively affected by emotion,ب ی د ا ر,5,Medium
جھٹکا,jolted,disturbed psychologically as if by a physical jolt or shock,ج ھ ٹ ک ا,5,Medium
سیٹنگ,seething,in constant agitation; ; ; - Shakespeare,س ی ٹ ن گ,5,Medium
ہلایا,stirred,set into a usually circular motion in order to mix or blend,ہ ل ا ی ا,5,Medium
تکرار,recursive,of or relating to a recursion,ت ک ر ا ر,5,Medium
اجنبی,alienable,transferable to another owner,ا ج ن ب ی,5,Medium
مناسب,appropriable,that can be appropriated,م ن ا س ب,5,Medium
تفویض,assignable,legally transferable to the ownership of another,ت ف و ی ض,5,Medium
برباد,doomed,marked for certain death,ب ر ب ا د,5,Medium
مقتول,slain,killed; `slain' is formal or literary as in,م ق ت و ل,5,Medium
مجبور,compulsive,strongly motivated to succeed,م ج ب و ر,5,Medium
زبانی,oral,"a stage in psychosexual development when the child's interest is concentrated in the mouth; fixation at this stage is said to result in dependence, selfishness, and aggression",ز ب ا ن ی,5,Medium
ناراض,angry,feeling or showing anger,ن ا ر ا ض,5,Medium
مشتعل,aggravated,"incited, especially deliberately, to anger",م ش ت ع ل,5,Medium
ناراض,angered,marked by extreme anger,ن ا ر ا ض,5,Medium
مشتعل,indignant,angered at something unjust or wrong,م ش ت ع ل,5,Medium
ناراض,resentful,full of or marked by resentment or indignant ill will,ن ا ر ا ض,5,Medium
متحرک,animate,endowed with animal life as distinguished from plant life,م ت ح ر ک,5,Medium
متحرک,animated,having life or vigor or spirit,م ت ح ر ک,5,Medium
گمنام,anonymous,having no known name or identity or known source,گ م ن ا م,5,Medium
پچھلا,anterior,earlier in time,پ چ ھ ل ا,5,Medium
متوقع,anticipatory,in anticipation,م ت و ق ع,5,Medium
سیکنڈ,decurved,bent down or curved downward,س ی ک ن ڈ,5,Medium
میرین,marine,native to or inhabiting the sea,م ی ر ی ن,5,Medium
سابقہ,preceding,existing or coming before,س ا ب ق ہ,5,Medium
پچھلا,previous,just preceding something else in time or order,پ چ ھ ل ا,5,Medium
یقینی,ensuing,following immediately and as a result of what went before,ی ق ی ن ی,5,Medium
پیچھے,back,located at or near the back of an animal,پ ی چ ھ ے,5,Medium
ضمیمہ,appendaged,having an appendage,ض م ی م ہ,5,Medium
مناسب,appropriate,suitable for a particular person or place or condition etc,م ن ا س ب,5,Medium
مناسب,befitting,appropriate to,م ن ا س ب,5,Medium
مناسب,proper,"appropriate for a condition or purpose or occasion or a person's character, needs",م ن ا س ب,5,Medium
کالبل,callable,subject to a demand for payment before due date,ک ا ل ب ل,5,Medium
سیدھے,prostyle,marked by columniation having free columns in a portico only across the opening to the structure,س ی د ھ ے,5,Medium
میدان,arenaceous,resembling or containing or abounding in sand; or growing in sandy areas,م ی د ا ن,5,Medium
کانٹا,thornless,lacking thorns,ک ا ن ٹ ا,5,Medium
چالاک,crafty,marked by skill in deception,چ ا ل ا ک,5,Medium
پیارا,cute,obviously contrived to charm,پ ی ا ر ا,5,Medium
بے حس,artless,simple and natural; without cunning or deceit,ب ے   ح س,5,Medium
فصاحت,eloquent,"expressing yourself readily, clearly, effectively",ف ص ا ح ت,5,Medium
گونگا,dumb,unable to speak because of hereditary deafness,گ و ن گ ا,5,Medium
خاموش,mute,expressed without speech - Thomas Wolfe,خ ا م و ش,5,Medium
بولنا,speaking,capable of or involving speech or speaking,ب و ل ن ا,5,Medium
بدنام,discredited,suffering shame,ب د ن ا م,5,Medium
منسلک,attached,associated in an exclusive sexual relationship,م ن س ل ک,5,Medium
چسپاں,affixed,firmly attached,چ س پ ا ں,5,Medium
ضمیمہ,appendant,affixed as an appendage,ض م ی م ہ,5,Medium
پابند,bindable,capable of being fastened or secured with a rope or bond,پ ا ب ن د,5,Medium
چالاک,gullible,easily tricked because of being too trusting,چ ا ل ا ک,5,Medium
زیادہ,oversolicitous,excessively solicitous,ز ی ا د ہ,5,Medium
مشغول,distracted,having the attention diverted especially because of anxiety,م ش غ و ل,5,Medium
مشغول,engaging,attracting or delighting,م ش غ و ل,5,Medium
ونسوم,winsome,charming in a childlike or naive way,و ن س و م,5,Medium
مکروہ,repulsive,possessing the ability to repel,م ک ر و ہ,5,Medium
منسوب,attributable,capable of being attributed,م ن س و ب,5,Medium
حاملہ,pregnant,carrying developing offspring within the body or being about to produce new life,ح ا م ل ہ,5,Medium
خاموش,silent,not made to sound,خ ا م و ش,5,Medium
سنہری,golden,presaging or likely to bring good luck,س ن ہ ر ی,5,Medium
بیمار,ill,presaging ill fortune; ; ; - P.B.Shelley,ب ی م ا ر,5,Medium
آئینی,constitutional,sanctioned by or consistent with or operating under the law determining the fundamental political principles of a government,آ ئ ی ن ی,5,Medium
آئندہ,forthcoming,available when required or as promised,آ ئ ن د ہ,5,Medium
بیدار,awake,not in a state of sleep; completely conscious,ب ی د ا ر,5,Medium
بیدار,awakened,(somewhat formal) having been waked up,ب ی د ا ر,5,Medium
جاگنا,waking,marked by full consciousness or alertness,ج ا گ ن ا,5,Medium
مضبوط,formidable,inspiring fear; ; - G.H.Johnston,م ض ب و ط,5,Medium
پیچھے,backmost,located farthest to the rear,پ ی چ ھ ے,5,Medium
پیچھے,rear,located in or toward the back or rear,پ ی چ ھ ے,5,Medium
سامنے,front,relating to or located in the front,س ا م ن ے,5,Medium
معروف,leading,going or proceeding or going in advance; showing the way,م ع ر و ف,5,Medium
تعاقب,pursuing,following in order to overtake or capture or as accompaniment to such pursuit,ت ع ا ق ب,5,Medium
معکوس,reverse,of the transmission gear causing backward movement in a motor vehicle,م ع ک و س,5,Medium
بیرلڈ,barreled,put in or stored in a barrel,ب ی ر ل ڈ,5,Medium
پرتوں,layered,with one layer on top of another,پ ر ت و ں,5,Medium
داڑھی,beardless,lacking hair on the face,د ا ڑ ھ ی,5,Medium
ہیسپڈ,hispid,(of animals or plants) having stiff coarse hairs or bristles,ہ ی س پ ڈ,5,Medium
میمنے,lanate,covered with dense cottony hairs or hairlike filaments,م ی م ن ے,5,Medium
داڑھی,bearded,having a growth of hairlike awns,د ا ڑ ھ ی,5,Medium
بے حد,awnless,lacking or having only very short awns,ب ے   ح د,5,Medium
قدرتی,scenic,used of locations; having beautiful natural scenery,ق د ر ت ی,5,Medium
بدنام,disfigured,having the appearance spoiled,ب د ن ا م,5,Medium
فوگلی,fugly,(slang) extremely ugly,ف و گ ل ی,5,Medium
بینڈڈ,banded,identified with a band especially around a leg,ب ی ن ڈ ڈ,5,Medium
بیلٹڈ,belted,having or provided with a belt,ب ی ل ٹ ڈ,5,Medium
کینسر,cancerous,like a cancer; an evil that grows and spreads,ک ی ن س ر,5,Medium
ترمیم,amended,modified for the better,ت ر م ی م,5,Medium
بائبل,bibless,lacking a bib,ب ا ئ ب ل,5,Medium
باہمی,bilateral,having two sides or parts,ب ا ہ م ی,5,Medium
چوکور,quadrilateral,having four sides,چ و ک و ر,5,Medium
رنگین,colored,having skin rich in melanin pigments,ر ن گ ی ن,5,Medium
فلیکس,flaxen,of hair color; pale yellowish to yellowish brown,ف ل ی ک س,5,Medium
نورڈک,nordic,resembling peoples of Scandinavia,ن و ر ڈ ک,5,Medium
برونٹ,brunet,marked by dark or relatively dark pigmentation of hair or skin or eyes,ب ر و ن ٹ,5,Medium
اڈوسٹ,adust,burned brown by the sun; - Sir Walter Scott,ا ڈ و س ٹ,5,Medium
کانسی,bronzed,(of skin) having a tan color from exposure to the sun,ک ا ن س ی,5,Medium
براؤن,brown,(of skin) deeply suntanned,ب ر ا ؤ ن,5,Medium
بہادر,heroic,having or displaying qualities appropriate for heroes,ب ہ ا د ر,5,Medium
ڈرپوک,timid,showing fear and lack of confidence,ڈ ر پ و ک,5,Medium
ڈرایا,intimidated,made timid or fearful as by threats,ڈ ر ا ی ا,5,Medium
پابند,bound,confined by bonds,پ ا ب ن د,5,Medium
گانٹھ,knotted,tied with a knot,گ ا ن ٹ ھ,5,Medium
بارڈر,bordered,having a border especially of a specified kind; sometimes used as a combining term,ب ا ر ڈ ر,5,Medium
سجاوٹ,deckled,having a rough edge; used of handmade paper or paper resembling handmade,س ج ا و ٹ,5,Medium
سیگرٹ,seagirt,surrounded or enclosed by the sea,س ی گ ر ٹ,5,Medium
معیار,quality,of high social status,م ع ی ا ر,5,Medium
مناسب,propertied,owning land or securities as a principal source of revenue,م ن ا س ب,5,Medium
بہادر,brave,possessing or displaying courage; able to face and deal with danger or fear without flinching; - Herman Melville; - William Wordsworth,ب ہ ا د ر,5,Medium
بیتاب,desperate,showing extreme courage; especially of actions courageously undertaken in desperation as a last resort; ; - G.C.Marshall,ب ی ت ا ب,5,Medium
بہادر,valiant,having or showing valor,ب ہ ا د ر,5,Medium
بزدلی,cowardly,lacking courage; ignobly timid and faint-hearted; - P.B.Shelley,ب ز د ل ی,5,Medium
بیہوش,faint,lacking conviction or boldness or courage,ب ی ہ و ش,5,Medium
نرسنگ,nursed,(of an infant) breast-fed,ن ر س ن گ,5,Medium
روشنی,light,characterized by or emitting light,ر و ش ن ی,5,Medium
تاریک,darkling,(poetic) occurring in the dark or night,ت ا ر ی ک,5,Medium
بے حس,lightless,without illumination,ب ے   ح س,5,Medium
گستاخ,murky,dark or gloomy,گ س ت ا خ,5,Medium
مشکوک,shady,filled with shade,م ش ک و ک,5,Medium
پرجوش,ardent,glowing or shining like fire; - Alexander Pope,پ ر ج و ش,5,Medium
شمیری,shimmery,glistening tremulously,ش م ی ر ی,5,Medium
چاندی,silver,having the white lustrous sheen of silver,چ ا ن د ی,5,Medium
یرقان,jaundiced,showing or affected by prejudice or envy or distaste,ی ر ق ا ن,5,Medium
مصروف,engaged,having ones attention or mind or energy engaged,م ص ر و ف,5,Medium
وسائل,resourceful,having inner resources; adroit or imaginative,و س ا ئ ل,5,Medium
قالین,carpeted,covered with or as if with carpeting or with carpeting as specified; often used in combination,ق ا ل ی ن,5,Medium
پیکیج,acaudate,lacking a tail or taillike appendage,پ ی ک ی ج,5,Medium
کارگر,causative,producing an effect,ک ا ر گ ر,5,Medium
محتاط,cautious,showing careful forethought,م ح ت ا ط,5,Medium
